,accession,name,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
4248,HMDB0054340,"TG(20:4(5Z,8Z,11Z,14Z)/O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C63H104O5,941.52,940.788376449,"(2S)-3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyloxy]-2-(octadecyloxy)propyl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate","(2S)-3-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyloxy]-2-(octadecyloxy)propyl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",Nah,[H][C@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OCCCCCCCCCCCCCCCCCC,"InChI=1S/C63H104O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-26,28-29,32,34-35,38-39,42,44,47-48,51,61H,4-6,8-9,11-15,18,21-24,27,30-31,33,36-37,40-41,43,45-46,49-50,52-60H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,34-32-,38-35-,42-39-,47-44-,51-48-/t61-/m0/s1",YERJMWWEGCCVST-WNTLVWJISA-N
4249,HMDB0054341,"TG(22:2(13Z,16Z)/14:0/22:2(13Z,16Z))",C61H110O6,939.5225,938.830241252,"3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-(tetradecanoyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-(tetradecanoyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H]C(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,"InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h16-17,19-20,24-27,58H,4-15,18,21-23,28-57H2,1-3H3/b19-16-,20-17-,26-24-,27-25-",TZHCCHGTCLEUNU-ZBTSZJFVSA-N
4250,HMDB0054344,"TG(22:2(13Z,16Z)/14:0/18:3(9Z,12Z,15Z))",C57H100O6,881.421,880.75199094,"(2S)-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]-2-(tetradecanoyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","(2S)-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]-2-(tetradecanoyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,"InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-24-26-27-28-29-31-33-36-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-34-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-35-32-30-25-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,24-26,30,54H,4-7,9-10,12-15,18,21-23,27-29,31-53H2,1-3H3/b11-8-,19-16-,20-17-,26-24-,30-25-/t54-/m1/s1",PYDVXTYEQUTPLD-DEPPQGFZSA-N
4251,HMDB0054361,"TG(22:2(13Z,16Z)/16:0/22:2(13Z,16Z))",C63H114O6,967.5757,966.86154138,"3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-(hexadecanoyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-(hexadecanoyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H]C(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-28,60H,4-15,18,21-24,29-59H2,1-3H3/b19-16-,20-17-,27-25-,28-26-",TXHGTEXFFQXVMR-YBQWMRSQSA-N
4252,HMDB0054362,"TG(22:2(13Z,16Z)/16:0/22:4(7Z,10Z,13Z,16Z))",C63H110O6,963.567,962.830241262,"(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-(hexadecanoyloxy)propyl (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate","(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-(hexadecanoyloxy)propyl (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C63H110O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-28,31,33,38,40,60H,4-15,18,21-24,29-30,32,34-37,39,41-59H2,1-3H3/b19-16-,20-17-,27-25-,28-26-,33-31-,40-38-/t60-/m1/s1",RHYBXYWAECNXSA-PLCJSFIASA-N
4253,HMDB0054369,"TG(22:2(13Z,16Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C63H106O6,959.535,958.798941133,"(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-(hexadecanoyloxy)propyl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate","(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-(hexadecanoyloxy)propyl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C63H106O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-28,31,33,38,40,46,49,60H,4-6,8-9,11-15,18,21-24,29-30,32,34-37,39,41-45,47-48,50-59H2,1-3H3/b10-7-,19-16-,20-17-,27-25-,28-26-,33-31-,40-38-,49-46-/t60-/m1/s1",YQSGKRMNUSQKEC-INKGOXPISA-N
4254,HMDB0054370,"TG(22:2(13Z,16Z)/16:0/O-18:0)",C59H112O5,901.54,900.850976706,"(2R)-2-(hexadecanoyloxy)-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","(2R)-2-(hexadecanoyloxy)-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C59H112O5/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-35-37-40-43-46-49-52-58(60)63-56-57(64-59(61)53-50-47-44-41-38-34-24-21-18-15-12-9-6-3)55-62-54-51-48-45-42-39-36-33-28-26-23-20-17-14-11-8-5-2/h16,19,25,27,57H,4-15,17-18,20-24,26,28-56H2,1-3H3/b19-16-,27-25-/t57-/m1/s1",BDCSDBVNZGJCKJ-ZMJVVNHNSA-N
4255,HMDB0054376,"TG(22:2(13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))",C63H110O6,963.567,962.830241262,"(2S)-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyloxy]-2-(octadecanoyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","(2S)-3-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyloxy]-2-(octadecanoyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C63H110O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-26,28-29,35,37,60H,4-7,9-10,12-15,18,21-24,27,30-34,36,38-59H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,37-35-/t60-/m1/s1",YOYHAKULCQGNIT-XRNLDNDZSA-N
4256,HMDB0054380,"TG(22:2(13Z,16Z)/18:0/O-18:0)",C61H116O5,929.594,928.882276835,"(2R)-2-(octadecanoyloxy)-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","(2R)-2-(octadecanoyloxy)-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C61H116O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h16,19,25,28,59H,4-15,17-18,20-24,26-27,29-58H2,1-3H3/b19-16-,28-25-/t59-/m1/s1",OTTHDHMHOBYLKO-UWVPRLFQSA-N
4257,HMDB0054384,"TG(22:2(13Z,16Z)/20:0/18:3(9Z,12Z,15Z))",C63H112O6,965.583,964.845891326,"(2S)-2-(icosanoyloxy)-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate","(2S)-2-(icosanoyloxy)-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCCCC,"InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25,27-28,34,60H,4-8,10-11,13-15,17,20,22-24,26,29-33,35-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,34-27-/t60-/m1/s1",VHWHMIVHTCKTPQ-QUDRZTQTSA-N
4258,HMDB0054385,"TG(22:2(13Z,16Z)/20:0/18:4(6Z,9Z,12Z,15Z))",C63H110O6,963.567,962.830241262,"(2S)-2-(icosanoyloxy)-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate","(2S)-2-(icosanoyloxy)-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCCCC,"InChI=1S/C63H110O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25,27-28,34,40,43,60H,4-8,10-11,13-15,17,20,22-24,26,29-33,35-39,41-42,44-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,34-27-,43-40-/t60-/m1/s1",PNWARPKMZYMSHQ-STHNRUHZSA-N
4259,HMDB0054390,"TG(22:2(13Z,16Z)/20:0/O-18:0)",C63H120O5,957.648,956.913576964,"(2R)-2-(icosanoyloxy)-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","(2R)-2-(icosanoyloxy)-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,"InChI=1S/C63H120O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,61H,4-15,17-18,20-24,26-27,29-60H2,1-3H3/b19-16-,28-25-/t61-/m1/s1",NOYWGHLJUCUPFJ-MBBOPVOTSA-N
4260,HMDB0054420,"TG(22:2(13Z,16Z)/14:1(9Z)/O-18:0)",C57H106O5,871.47,870.804026513,"(2R)-3-(octadecyloxy)-2-[(9Z)-tetradec-9-enoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate","(2R)-3-(octadecyloxy)-2-[(9Z)-tetradec-9-enoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C57H106O5/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-36-38-41-44-47-50-56(58)61-54-55(62-57(59)51-48-45-42-39-35-21-18-15-12-9-6-3)53-60-52-49-46-43-40-37-34-32-27-25-23-20-17-14-11-8-5-2/h15-16,18-19,24,26,55H,4-14,17,20-23,25,27-54H2,1-3H3/b18-15-,19-16-,26-24-/t55-/m1/s1",FYQUINNRFMMPKJ-OFNFBCEFSA-N
4261,HMDB0054421,"TG(22:2(13Z,16Z)/16:1(9Z)/22:2(13Z,16Z))",C63H112O6,965.5598,964.845891316,"3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-hexadec-9-enoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate","3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-hexadec-9-enoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H]C(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-28,60H,4-15,18,22-23,29-59H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,28-26-",ABQOBDXXEGCQPI-BDMHOKOOSA-N
4262,HMDB0054423,"TG(22:2(13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C63H106O6,959.535,958.798941133,"(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-hexadec-9-enoyloxy]propyl (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate","(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-hexadec-9-enoyloxy]propyl (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C63H106O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-28,31,33,38,40,46,49,60H,4-15,18,22-23,29-30,32,34-37,39,41-45,47-48,50-59H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,40-38-,49-46-/t60-/m1/s1",LLFPJINNFLWCHE-MZYBPWIQSA-N
4263,HMDB0054428,"TG(22:2(13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C63H106O6,959.535,958.798941133,"(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-hexadec-9-enoyloxy]propyl (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate","(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-hexadec-9-enoyloxy]propyl (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C63H106O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-28,31,33,38,40,60H,4-6,8-9,11-15,18,22-23,29-30,32,34-37,39,41-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,40-38-/t60-/m1/s1",MLKZMSXRVHKPIC-DSBJIPCYSA-N
4264,HMDB0054429,"TG(22:2(13Z,16Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C63H104O6,957.519,956.783291069,"(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-hexadec-9-enoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate","(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-hexadec-9-enoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-27-29-31-33-35-38-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-39-36-34-32-30-28-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-28,31,33,38,40,46,49,60H,4-6,8-9,11-15,18,22-23,29-30,32,34-37,39,41-45,47-48,50-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,28-26-,33-31-,40-38-,49-46-/t60-/m1/s1",UJZZUTNWRYJMTF-HCENVZTBSA-N
4265,HMDB0054437,"TG(22:2(13Z,16Z)/18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C63H106O6,959.535,958.798941133,"(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyloxy]-2-[(11Z)-octadec-11-enoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate","(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyloxy]-2-[(11Z)-octadec-11-enoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/CCCCCC,"InChI=1S/C63H106O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-26,28-29,35,37,43,46,60H,4-7,9-10,12-15,18,22-23,27,30-34,36,38-42,44-45,47-59H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,37-35-,46-43-/t60-/m1/s1",SOXFSPJIIHJCEP-NWRUXTBRSA-N
4266,HMDB0054440,"TG(22:2(13Z,16Z)/18:1(11Z)/O-18:0)",C61H114O5,927.578,926.866626771,"(2R)-2-[(11Z)-octadec-11-enoyloxy]-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","(2R)-2-[(11Z)-octadec-11-enoyloxy]-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,"InChI=1S/C61H114O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h16,19,21,24-25,28,59H,4-15,17-18,20,22-23,26-27,29-58H2,1-3H3/b19-16-,24-21-,28-25-/t59-/m1/s1",QZTJDZZOESOVDE-BHNDFJEDSA-N
4267,HMDB0054447,"TG(22:2(13Z,16Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C63H106O6,959.535,958.798941133,"(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyloxy]-2-[(9Z)-octadec-9-enoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate","(2S)-3-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyloxy]-2-[(9Z)-octadec-9-enoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC,"InChI=1S/C63H106O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-29,34-35,37,43,46,60H,4-7,9-10,12-15,18,21-24,30-33,36,38-42,44-45,47-59H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,34-27-,37-35-,46-43-/t60-/m1/s1",YDXADNGEUYJWKH-QJKCEVQZSA-N
4268,HMDB0054450,"TG(22:2(13Z,16Z)/18:1(9Z)/O-18:0)",C61H114O5,927.578,926.866626771,"(2R)-2-[(9Z)-octadec-9-enoyloxy]-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate","(2R)-2-[(9Z)-octadec-9-enoyloxy]-3-(octadecyloxy)propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,"InChI=1S/C61H114O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h16,19,25,27-28,33,59H,4-15,17-18,20-24,26,29-32,34-58H2,1-3H3/b19-16-,28-25-,33-27-/t59-/m1/s1",AEOBRAGXLFVMRE-PSBJUOIMSA-N
4269,HMDB0054454,"TG(22:2(13Z,16Z)/20:1(11Z)/18:3(9Z,12Z,15Z))",C63H110O6,963.567,962.830241262,"(2S)-2-[(11Z)-icos-11-enoyloxy]-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate","(2S)-2-[(11Z)-icos-11-enoyloxy]-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]propyl (13Z,16Z)-docosa-13,16-dienoate",Nah,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,"InChI=1S/C63H110O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-29,34,60H,4-8,10-11,13-15,17,20,22-24,30-33,35-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,34-27-/t60-/m1/s1",IMKJVBUOLHLZAH-USEOZZBRSA-N
